name,sex,meaning,origin
Gussie,M,Exalted,Latin
Gussy,M,Exalted,Latin
Gusta,M,Exalted,Latin
Gustav,M,Royal staff,French
Gustav,M,Royal staff,German
Gustava,F,Staff of the gods,Spanish
Gustave,M,Royal staff,French
Gustave,M,Royal staff,German
Gustave,M,Staff of the Goths,Scandinavian
Gustavo,M,Royal staff,Spanish
Gustel,F,Noble,German
Guy,M,Guide,French
Guy,M,"Guide, Wood, Wide",Teutonic
Guy,M,Lively,English
Guy,M,Sensible,Celtic
Guy,M,Valley,Hebrew
Guyapi,M,Frank,Native American
Guyon,M,Lively,English
Guyra,F,"A fishing place, A white cockatoo",Australian Abori
Gvenour,F,Arthur's queen,Arthurian Legend
Gwawl,M,Mythical son of Clud,Celtic
Gwen,M,Mythical son of Gwastad,Celtic
Gwen,F,"White, Fair, White wave",Welsh
Gwenddydd,F,Merlin's sister,Arthurian Legend
Gwendolen,F,Arthur's wife,Arthurian Legend
Gwendolen,F,Of the white brow,Celtic
Gwendolin,F,Of the white brow,Celtic
Gwendoline,F,White brow,Celtic
Gwendoloena,F,Merlin's wife,Arthurian Legend
Gwendolyn,F,White brow,Celtic
Gwendolynne,F,White brow,Celtic
Gweneth,F,Blessed,Celtic
Gwenevere,F,Arthur's queen,Arthurian Legend
Gwenhwyfach,F,Guinevere's sister,Arthurian Legend
Gwenhyvar,F,"White, Fair, White wave",Welsh
Gwenith,F,Blessed,Celtic
Gwenn,F,Of the white brow,Celtic
Gwenneth,F,Blessed,Celtic
Gwenyver,F,White lady,Celtic
Gwern,M,Mythical son of Matholwch,Celtic
Gwernaeh,M,Mythical,Celtic
Gwri,M,Blond,Celtic
Gwyndolin,F,Of the white brow,Celtic
Gwyndolyn,F,Little valley,Welsh
Gwyneth,F,"White, Blessed, Fortunate",Welsh
Gwynham,M,Mythical father of Teithi,Celtic
Gwynith,F,Blessed,Celtic
Gwynn,F,Of the white brow,Celtic
Gwynne,F,"White, Blessed, Fortunate",Welsh
Gyda,F,Gods,Scandinavian
Gylda,F,Gilded,English
Gyldan,F,Gilded,English
Gymea,F,Little bird,Australian Abori
Gypsy,F,Wanderer,English
Gytha,F,"A gift, Offering",English
Gyula,M,Name of a honor,Hungarian
Gzifa,F,One is at peace,African
Gülay,F,Rosemoon,Arabic
Günter,M,"Battle-army, Warrior",Scandinavian
Günther,M,"Battle-army, Warrior",Scandinavian
Ha-Neul,M,Sky,Korean
Ha-Neul,F,Sky,Korean
Habib,M,Beloved one,Arabic
Habib,M,Dearly loved,Hebrew
Habiba,F,"Beloved, Sweetheart",African
Habika,F,Sweetheart,African
Hacket,M,Little hacker,German
Hackett,M,Little woodsman,German
Hadar,M,Glory,Hebrew
Hadar,F,Spectacular ornament,Hebrew
Hadara,F,"Adorned with beauty, Spectacular ornament",Hebrew
Hadarah,F,"Adorned with beauty, Spectacular ornament",Hebrew
Hadasa,F,Flowering myrtle,Hebrew
Hadaseh,F,Flowering myrtle,Hebrew
Hadassa,F,Flowering myrtle,Hebrew
Hadassah,F,Myrtle tree,Hebrew
Haddad,M,Smith,Arabic
Hadden,M,Child of the heather-filled valley,English
Haddon,M,From the heath,English
Haden,M,Child of the heather-filled valley,English
Hadi,M,Guiding to the light,Arabic
Hadiya,F,Gift,African
Hadiya,F,"Guide to righteousness, Gift",Arabic
Hadiyah,F,Gift,African
Hadley,M,Heath-covered meadow,English
Hadley,F,Field of heather,English
Hadon,M,From the heath,English
Hadrian,M,Dark one,Latin
Hadrian,M,Dark one,Swedish
Hadrian,M,"Rich, Wealthy",Greek
Hadrian,M,Son of Adrian,English
Hadrianus,M,Dark one,Latin
Hadrianus,M,"Rich, Wealthy",Greek
Hadu,F,Vigorous battle maiden,German
Hadumar,M,Glorious in battle,German
Haduwig,F,Strife,German
Hadwin,M,War friend,English
Hadwyn,M,War friend,English
Hadya,F,Well-behaved,Arabic
Haefen,M,Safety,English
Haele,M,Lives in the hall,English
Haesel,F,Nut,English
Haestingas,M,Violent,English
Haethowine,M,War friend,English
Hagaleah,M,From the hedged meadow,English
Hagalean,M,From the hedged enclosure,English
Hagan,M,Little Hugh,Irish
Hagan,M,Strong defense,Teutonic
Hagar,F,Flight,Hebrew
Hagaward,M,Keeper of the hedged enclosure,English
Hagley,M,From the hedged enclosure,English
Hagly,M,From the hedged enclosure,English
Hahkethomemah,M,Little robe (Cheyenne),Native American
Hahn,M,Rooster,German
Hahnee,M,Beggar,Native American
Haidee,F,Modest,Greek
Haifa,F,Slender,Arabic
Haig,M,From the hedged enclosure,English
Hailey,F,Field of hay,English
Hailey,F,Hero,Scandinavian
Haim,M,Life,Hebrew
Haimi,F,The seeker,Hawaiian
Hakan,M,Fiery,Arabic
Hakan,M,Fire,Native American
Hakan,M,Noble,Norse
Hakeem,M,Wise,Arabic
Hakidonmuya,F,Time of waiting (Hopi),Native American
Hakim,M,Wise,Arabic
Hal,M,Rules her household,English
Hala,F,"Strong, Beautiful",Indian
Halag,F,"Pious, Righteous",German
Halah,F,Nimble,Arabic
Halbart,M,Brilliant hero,English
Halbert,M,Brilliant hero,English
Halburt,M,Brilliant hero,English
Haldane,M,From Denmark,English
Halden,M,From Denmark,English
Halden,M,Half Dane,Teutonic
Haldis,F,"Stone spirit, Reliable, Assistant",Norse
Haldis,F,"Stone spirit, Reliable, Assistant",Teutonic
Hale,M,"Hero, Army ruler",English
Hale,M,"Hero, Army ruler",Norse
Hale,F,"Hero, Army ruler",English
Hale,F,"Hero, Army ruler",Norse
Haleah,F,House of the rising sun,Hawaiian
Halebeorht,M,Brilliant hero,English
Haleigh,F,Field of hay,English
Haleigha,F,House of the rising sun,Hawaiian
Halette,F,Little Hal,French
Haley,M,Ingenious,Irish
Haley,F,Field of hay,English
Haley,F,Hero,Scandinavian
Halford,M,From the hall by the ford,English
Halfrid,F,Peaceful heroine,German
Halfrida,F,Peaceful heroine,German
Halfrith,F,Peaceful home,English
Halfryta,F,Peaceful home,English
Hali,F,"Sea, Necklace, Place name",Greek
Hali,F,"Sea, Necklace, Place name",Hebrew
Halian,M,Of Julius (Zuni),Native American
Halifrid,F,Peaceful heroine,German
Halig,M,Holy,Anglo-Saxon
Halig,F,Holy,English
Haligwiella,M,Lives by the holy spring,English
Halim,M,Gentle,Arabic
Halima,F,"Gentle, Humane, Kind",African
Halimah,F,"Gentle, Humane, Kind",African
Hall,M,From the manor,English
Hallam,M,Lives at the hall's slopes,English
Halle,F,Heroine,Scandinavian
Halley,M,From the manor house meadow,English
Halley,F,From the Hall,English
Hallfrita,F,Peaceful home,English
Hallie,F,From the Hall,English
Hallie,F,Thinking of the sea,Greek
Halliwell,M,Lives by the holy spring,English
Hallwell,M,Lives by the holy spring,English
Halona,F,Fortunate,Native American
Halsey,M,From Hal's island,English
Halsig,M,From Hal's island,English
Halstead,M,From the manor house,English
Halton,M,From the hillslope estate,English
Halwende,M,Lonely,Anglo-Saxon
Ham,M,Home,Anglo-Saxon
Hamad,M,Praised one,Arabic
Hamal,M,Lamb,Arabic
Hamden,M,Praised,Arabic
Hamdun,M,Praised,Arabic
Hamelstun,M,From the grassy estate,English
Hamia,F,A Syrian goddess,Anglo-Saxon
Hamid,M,Praised,Arabic
Hamilton,M,Beautiful mountain,English
Hamilton,M,From the mountain town,French
Hamilton,M,Place name,Scottish
Hamlet,M,Appeared in Hamlet,Shakespearian
Hamlet,M,From the little home,German
Hamlett,M,From the little home,German
Hamlin,M,Little home-lover,French
Hamlin,M,Loves the little home,German
Hammad,M,Praised,Arabic
Hammed,M,Praised one,Arabic
Hammer,M,A Hammer,Scandinavian
Hamoelet,M,From the little home,German
Hampton,M,Place name,English
Hamsa,F,Swan,Indian
Han,M,Gift from God,German
Hana,F,"Flower, Blossom",Japanese
Hana,F,God's grace,Hebrew
Hanan,M,Grace,Hebrew
Hanan,F,Mercy,Arabic
Hananel,M,God is gracious,Hebrew
Hand,M,Worker,English
Hanford,M,From the high ford,English
Hania,M,Spirit warrior (Hopi),Native American
Hank,M,Ruler of an estate,German
Hank,M,Rules the home,English
Hanley,M,From the high meadow,English
Hanlon,M,Surname,Irish
Hanly,M,From the high meadow,English
Hann,M,Gift from God,German
Hanna,M,God is merciful,Arabic
Hanna,F,God's grace,Hebrew
Hannah,M,Favor; Grace. Biblical mother of the prophet Samuel.,Hebrew
Hannah,F,Favor; Grace. Biblical mother of the prophet Samuel.,English
Hannah,F,God's grace,Hebrew
Hannalee,F,Favor; Grace. Biblical mother of the prophet Samuel.,English
Hannalee,F,Favor; Grace. Biblical mother of the prophet Samuel.,Hebrew
Hanne,F,God's grace,Hebrew
Hannela,F,Grace,Hebrew
Hannele,F,Grace,Hebrew
Hanno,M,Gift from God,German
Hanraoi,M,Rules the home,Irish
Hanrietta,F,Rules the home,French
Hanriette,F,Rules the home,French
Hans,M,Gift from God,German
Hans,M,Gift from God,Hebrew
Hans,M,God is gracious,Scandinavian
Hansel,M,Gift from God,Hebrew
Hansel,M,God is gracious,Scandinavian
Hansen,M,"Son of a nobleman, Son of Ann or Hans",Anglo-Saxon
Hanson,M,"Son of a nobleman, Son of Ann or Hans",Anglo-Saxon
Hanya,F,Stone,Australian Abori
Hanz,M,Gift from God,German
Harac,M,From the ancient oak tree,English
Haraford,M,From the hare's ford,English
Harailt,M,Leader,Scottish
Harb,M,War,Arabic
Harbin,M,Famous warrior,French
Harcourt,M,From the fortified farm,French
Harden,M,From the hare's valley,English
Hardin,M,From the hare's valley,English
Harding,M,From the hare's valley,English
Hardouin,M,Name of a count,French
Hardtman,M,Strong,German
Hardwin,M,Brave friend,English
Hardwyn,M,Brave friend,English
Hardy,M,Daring,German
Hardy,M,Strong,Teutonic
Hardyn,M,From the hare's valley,English
Hare,M,"Manly, Full grown",Maori
Hare,M,Rabbit,English
Harel,M,Mountain of God,Hebrew
Harelache,M,Lives at the hare's lake,English
Hareleah,M,From the hare's meadow,English
Haresh,M,Shiva,Indian
Harford,M,From the hare's ford,English
Hargrove,M,From the hare's grove,English
Hari,M,"Sun, Vishnu",Indian
Harihar,M,Vishu and Shiva together,Indian
Harika,F,Wonderful,Arabic
Harilal,M,Son of Hari,Indian
Hariman,M,Protective,German
Harimann,M,Protective,German
Harimanna,F,Warrior maiden,German
Harimanne,F,Warrior maiden,German
Harimilla,F,A Tungrian goddess,Anglo-Saxon
Harinakshi,F,One with eyes like deer,Indian
Harish,M,Vishnu,Indian
Harith,M,Cultivator,African
Harkahome,M,Little robe (Cheyenne),Native American
Harlak,M,Lives at the hare's lake,English
Harlake,M,Lives at the hare's lake,English
Harlan,M,From the hare's land,English
Harland,M,Meadow of the hares,English
Harleen,F,From the hare's meadow,English
Harleigh,M,From the hare's meadow,English
Harlen,M,From the hare's meadow,English
Harley,M,From the hare's meadow,English
Harlie,F,From the hare's meadow,English
Harlon,M,From the hare's meadow,English
Harlow,M,From the hare's meadow,English
Harlowe,M,From the hare's hill,English
Harman,M,Man of the army,German
Harman,M,Soldier,English
Harman,M,Soldier,French
Harmen,M,Soldier,French
Harmon,M,A biblical place-name,Hebrew
Harmon,M,Soldier,French
Harmonee,F,"Unity, Concord, Musically in tune",English
Harmonie,F,"Unity, Concord, Musically in tune",English
Harmony,F,A beautiful blending,English
Harold,M,Army commander,English
Haroun,M,Superior,Arabic
Haroun al Rachid,M,Aaron the upright,Arabic
Harper,M,Harpist,English
Harrell,M,Mountain of God,Hebrew
Harriet,F,Rules her household,English
Harriet,F,Rules the home,French
Harriett,F,Rules her household,French
Harrietta,F,Rules the home,French
Harriette,F,Rules her household,French
Harriman,M,Surname,English
Harrington,M,Surname,Irish
Harris,M,Son of Harry,English
Harrison,M,Son of Harry,English
Harrod,M,Heroic,Hebrew
Harry,M,Army man,English
Harsh,M,Joy,Indian
Harsha,M,Joy,Indian
Harshad,M,One who gives pleasure,Indian
Harshal,M,Lover,Indian
Harshini,F,Happy,Indian
Harshul,M,Deer,Indian
Harshvardhan,M,Bringer of joy,Indian
Hart,M,"Strong, Brave",English
Harte,M,"Strong, Brave",English
Hartford,M,From the stag's ford,English
Harti,M,Daring,German
Hartley,M,From the deer pasture,English
Hartman,M,Strong,German
Hartman,M,"Strong, Brave",English
Hartmann,M,Strong,German
Hartun,M,From the gray estate,English
Hartwell,M,Lives near the stag's spring,English
Hartwood,M,From the stag's forest,English
Haru,M,Born in the spring,Japanese
Harun,M,Superior,Arabic
Harun al Rachid,M,Aaron the upright,Arabic
Harv,M,Army warrior,English
Harva,F,Army warrior,English
Harvelle,F,Army warrior,English
Harvey,M,Army warrior,English
Harvey,M,Eager to fight,Celtic
Harvey,M,Soldier,German
Harvina,F,Army warrior,English
Harvine,F,Army warrior,English
Hasana,F,First born of twins,African
Hashim,M,Destroys eviI,Arabic
Hasina,F,Good,African
Haslet,M,From the hazel tree land,English
Haslett,M,From the hazel tree land,English
Hasna,F,Beautiful,Arabic
Hassan,M,Handsome,Arabic
Hassun,M,Stone (Algonquin),Native American
Hastiin,M,Man (Navajo),Native American
Hastin,M,Elephant,Indian
Hastings,M,Swift one,German
Hastings,M,Violent,English
Hatria,F,Dark one,Latin
Hatria,F,"Rich, Wealthy",Greek
Hattie,F,Rules her household,English
Hausis,F,Old woman (Algonquin),Native American
Hausisse,F,Old woman (Algonquin),Native American
Hava,F,Life,Hebrew
Havard,M,Guardian of the Home,Scandinavian
Haven,M,"Place of safety, Shelter",English
Haverhil,M,Boar-warrior,English
Haverl,M,Boar-warrior,English
Havyn,M,Safety,English
Hawa,F,Longing,African
Hawiovi,M,Going down the ladder (Hopi),Native American
Hawley,M,From the hedged meadow,English
Hawly,M,From the hedged meadow,English
Hay,M,From the stockade,Scottish
Haya,F,Life,Hebrew
Haya,F,"Quick, Light",Japanese
Hayden,M,From the hay meadow,English
Hayden,F,From the hay meadow,English
Haydon,M,From the hedged in valley,English
Haye,M,From the stockade,Scottish
Hayes,M,From the hedged place,English
Hayes,M,Surname,Irish
Hayfa,F,Slender,Arabic
Hayle,M,Lives in the hall,English
Haylee,F,From the hay meadow,English
Hayleigh,F,From the hay meadow,English
Hayley,F,From the hay meadow,English
Haylie,F,Field of hay,English
Haym,M,Life,Hebrew
Hayward,M,Keeper of the hedged enclosure,English
Haywood,M,From the hedged forest,English
Hayyim,M,Life,Hebrew
Hazel,F,"The hazel nut tree, Commander",English
Hazell,F,"The hazel nut tree, Commander",English
Hazen,M,From the hedged place,English
He lush ka,M,Fighter (Winnebago),Native American
Hea,F,Grace,Korean
Heahweard,M,Chief guardian,English
Healhtun,M,From the hillslope estate,English
Heall,M,From the manor,English
Healleah,M,From the manor house meadow,English
Heallfrith,F,Peaceful home,English
Heallstede,M,From the manor house,English
Healum,M,Lives at the hall's slopes,English
Healy,M,From the slope land,English
Heammawihio,M,Wise one above (Cheyenne),Native American
Heanford,M,From the high ford,English
Heanleah,M,From the high meadow,English
Heardind,M,From the hare's valley,English
Heardwine,M,Brave friend,English
Hearne,M,Mythical hunter,English
Hearpere,M,Harpist,English
Heath,M,Untended land where flowering shrubs grow,English
Heathcliff,M,From the heath cliff,English
Heathclyf,M,From the heath cliff,English
Heathdene,M,From the heath,English
Heather,F,A flowering evergreen plant,English
Heathleah,M,From the heath covered meadow,English
Heathley,M,From the heath covered meadow,English
Heba,F,Gift from God,Hebrew
Heber,M,Partner. Heber was a biblical ancestor of Abraham.,Hebrew
Heber,M,Surname,Irish
Hector,M,"Anchor, Steadfast",Latin
Hector,M,Appeared in Troilus & Cressida,Shakespearian
Hector,M,Tenacious,Spanish
Hedda,F,Vigorous battle maiden,German
Hedia,F,Voice of the Lord,Hebrew
Hedva,F,Joyous,Hebrew
Hedvige,F,Fighter,French
Hedwig,F,Strife,German
Hedy,F,Strife,German
Hedya,F,Voice of the Lord,Hebrew
Hefeydd,M,Mythical father of Rhiannon,Celtic
Hegarty,M,Unjust,Irish
Hehewuti,F,Warrior mother spirit (Hopi),Native American
Hei,F,Grace,Korean
Heida,F,Noble,German
Heide,F,"Sweet, Noble",German
Heidi,F,Noble,German
Heilyn,M,Mythical son of Gwyn,Celtic
Heinrich,M,Rules her household,German
Hekli,M,Touch (Miwok),Native American
Helaine,F,"Bright one, Most beautiful woman",French
Helaine,F,"Bright one, Torchlight",Greek
Helaku,M,Sunny day,Native American
Helen,F,"Appeared in Troilus & Cressida, Cymbeline",Shakespearian
Helen,F,Shining light,Greek
Helena,F,"Appeared in Midsummer Night's Dream, All's Well that Ends Well",Shakespearian
Helena,F,"Bright one, Most beautiful woman",English
Helena,F,"Bright one, Torchlight",Greek
Helene,F,"Bright one, Most beautiful woman",French
Helene,F,"Bright one, Torchlight",German
Helene,F,"Bright one, Torchlight",Greek
Helenus,M,Appeared in Troilus & Cressida,Shakespearian
Helga,F,"Holy, Faithful",Scandinavian
Helga,F,"Pious, Righteous",German
Heli,M,"Helmet, Protector, Courage",German
Helicanus,M,Appeared in Pericles,Shakespearian
Helki,F,To touch (Miwok),Native American
Hellekin,M,French lover of Morgan le Fay,Arthurian Legend
Heller,M,The sun,German
Helma,F,Fierce protector,Teutonic
Helma,F,Protective,German
Helmut,M,Brave,German
Helmuth,M,"Helmet, Protector, Courage",German
Helmutt,M,Brave,German
Heloise,F,Renowned warrior,French
Heloise,F,Renowned warrior,Spanish
Helsa,F,Devoted to God,Hebrew
Helsin,F,Mother of Lancelot,Arthurian Legend
Helton,M,From the hillslope estate,English
Hema,F,Golden,Indian
Hemachandra,M,Golden moon,Indian
Hemadri,M,Mountain of gold,Indian
Hemang,M,One with shining body,Indian
Hemangi,F,Golden body,Indian
Hemangini,F,Girl with golden body,Indian
Hemant,M,One of the six seasons,Indian
Hemaraj,M,Lord of gold,Indian
Hemendra,M,Lord of gold,Indian
Hemi,M,Supplanter,Maori
Hemlata,F,Golden creeper,Indian
Henbeddestr,M,Fastest man,Celtic
Henderson,M,Son of Henry,Scottish
Hengist,M,Son of Wodan,Anglo-Saxon
Henka,F,Ruler of an estate,Teutonic
Hennessy,M,Surname,Irish
Henning,M,Ruler of an estate,Teutonic
Henri,M,Rules her household,French
Henri,M,Rules the home,German
Henriella,F,Rules the home,German
Henrietta,F,Rules her household,French
Henrietta,F,Rules her household,German
Henriette,F,Keeper of the hearth,French
Henriette,F,Rules the home,German
Henrik,M,Rules the home,German
Henriqua,F,Rules the home,Spanish
Henrique,M,Rules the home,Spanish
Henry,M,Rules her household,English
Henry,M,Rules the home,French
Henry,M,Rules the home,German
Henson,M,Son of Henry,Scottish
Henwas,M,Mythical brother of Henbeddestr,Celtic
Heolstor,M,Darkness,Anglo-Saxon
Heorot,M,Deer,Anglo-Saxon
Heort,M,Stag,English
Heortwiella,M,Lives near the stag's spring,English
Heortwode,M,From the stag's forest,English
Hephzibah,F,She is my delight,Hebrew
Hepsiba,F,She is my delight,Hebrew
Hepzibeth,F,She is my delight,Hebrew
Herald,M,Army commander,English
Heraldo,M,Army commander,English
Heramba,M,"Boastful, Name of Ganapati",Indian
Herb,M,Strong army,English
Herbert,M,Famous warrior,French
Herbert,M,Famous warrior,German
Herbert,M,Strong army,English
Herbie,M,Strong army,English
Herby,M,Strong army,English
Hererinc,M,Hero,Anglo-Saxon
Heretoga,M,Commander,Anglo-Saxon
Heriberto,M,Famous warrior,Spanish
Herlbert,M,Strong army,English
Herlebeorht,M,Strong army,English
Herman,M,Of the army,French
Herman,M,Soldier,German
Hermann,M,Of the army,French
Hermelinda,F,Shield of power,Spanish
Hermia,F,Appeared in Midsummer Night's Dream,Shakespearian
Herminia,F,Lady of the earth,Spanish
Hermione,F,Appeared in Winter's Tale,Shakespearian
Hermosa,F,Beautiful,Spanish
Hern,M,Mythical hunter,English
Hernan,M,"Adventurous, Courageous traveler",Spanish
Hernandez,M,"Adventurous, Courageous traveler",Spanish
Hernando,M,Adventurous,German
Hernando,M,"Adventurous, Courageous traveler",Spanish
Herne,M,Mythical hunter,English
Herne,M,Mythical hunter God,Celtic
Hero,F,Appeared in Much Ado About Nothing,Shakespearian
Herrick,M,Army commander,German
Herschel,M,Deer,Hebrew
Hershel,M,Deer,Hebrew
Herta,F,Of the earth,German
Hertha,F,Of the earth,English
Hertha,F,Of the earth,German
Herve,M,Bitter,English
Herzeloyde,F,Percival's mother,Arthurian Legend
Heskovizenako,M,Porcupine bear (Cheyenne),Native American
Hesper,F,Evening star,Greek
Hester,F,Star,English
Hesutu,M,Yellow jacket's nest rising out of the ground (Miwok),Native American
Hetheclif,M,From the heath cliff,English
Hettie,F,Rules her household,French
